Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales
NS,68.0,7.8,2019,Action,Capcom  ,Capcom  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,7.3,2006,Strategy,Lighthouse Interactive  ,Kerberos Productions  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,68.0,8.4,2003,Strategy,Jaleco  ,Jaleco Entertainment  ,7.4,,0.08,0.07,0.0,0.02,0.17,0.34
PS2,68.0,6.7,2003,Sports,Electronic Arts  ,Electronic Arts  ,,,0.44,0.34,0.0,0.11,0.9,1.79
PS2,68.0,7.2,2003,Racing,Acclaim Entertainment  ,Climax Entertainment  ,,,0.41,0.32,0.0,0.11,0.84,1.68
PS2,68.0,8.0,2002,Fighting,Crave Entertainment  ,Opus Studio  ,,,0.16,0.12,0.0,0.04,0.32,0.64
3DS,68.0,7.7,2011,Action,Nintendo  ,Nintendo  ,,,0.0,0.0,0.0,0.0,0.0,0.0
3DS,68.0,7.0,2013,Action-Adventure,Warner Bros. Interactive Entertainment  ,Armature Studio  ,7.0,,0.16,0.09,0.0,0.02,0.27,0.54
X360,68.0,6.4,2010,Action,Ubisoft  ,Ubisoft Bucharest  ,,,0.24,0.09,0.01,0.03,0.36,0.73
X360,68.0,8.1,2008,Action,Sega  ,The Creative Assembly  ,6.2,,0.16,0.23,0.0,0.05,0.44,0.88
XOne,68.0,7.5,2018,Role-Playing,Deep Silver  ,Warhorse Studios  ,,,0.14,0.06,0.0,0.02,0.22,0.44
PC,68.0,6.4,2010,Strategy,"Hassey Enterprises, Inc.  ",Phil Hassey  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,68.0,5.9,2017,Sports,EA Sports  ,EA Vancouver  ,5.8,9.1,0.35,0.55,0.13,0.07,1.1,2.2
XOne,68.0,5.1,2016,Adventure,Good Shepherd Entertainment  ,thechineseroom  ,,4.0,0.0,0.0,0.0,0.0,0.0,0.0
PSP,68.0,7.9,2005,Role-Playing,Bandai  ,Microvision  ,6.9,,0.08,0.0,0.0,0.01,0.09,0.18
PC,68.0,3.3,2020,Racing,Bandai Namco Entertainment  ,Slightly Mad Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,5.6,2009,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,6.8,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,68.0,8.2,2006,Racing,EA Sports  ,EA Tiburon  ,,,0.06,0.04,0.0,0.01,0.11,0.22
WiiU,68.0,7.0,2014,Sports,Nintendo  ,Nintendo  ,6.7,,0.17,0.14,0.04,0.03,0.38,0.76
Wii,68.0,8.7,2011,Platform,Hudson Soft  ,Hudson Soft  ,6.7,,0.09,0.0,0.01,0.01,0.12,0.22999999999999998
PC,68.0,7.1,2014,Visual Novel,Devolver Digital  ,Mediatonic Ltd.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,7.7,2012,Action,Sega  ,Devils Details  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,68.0,6.5,2011,Racing,Atari  ,Eden Studios  ,6.8,,0.3,0.32,0.0,0.06,0.68,1.3599999999999999
XB,68.0,8.1,2005,Racing,THQ  ,Juice Games  ,,,0.13,0.04,0.0,0.01,0.18,0.36
3DS,68.0,6.9,2016,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",6.2,,0.25,0.37,0.2,0.05,0.87,1.7400000000000002
X360,68.0,6.4,2012,Sports,Take-Two Interactive  ,"Visual Concepts, Ltd.  ",,,0.47,0.0,0.0,0.03,0.5,1.0
Wii,68.0,7.9,2010,Misc,Nintendo  ,"Nd Cube Co., Ltd.  ",7.0,,1.75,3.51,2.49,0.66,8.41,16.82
PSP,68.0,7.0,2008,Misc,Sony Computer Entertainment  ,Relentless Software  ,7.0,,0.22,0.44,0.0,0.24,0.9,1.8
PC,68.0,7.3,2014,Misc,Double Fine Productions  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,68.0,7.4,2007,Racing,THQ  ,Juice Games  ,,,0.22,0.34,0.0,0.07,0.63,1.2600000000000002
GBA,68.0,7.3,2004,Action,Rockstar Games  ,Digital Eclipse  ,7.1,,0.17,0.06,0.0,0.0,0.24,0.47
XOne,68.0,6.0,2020,Strategy,Paradox Interactive   ,Romero Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,68.0,5.4,2020,Action,Aspyr  ,Raven Software  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,68.0,7.3,2018,Racing,704Games  ,Monster Games  ,,,0.09,0.0,0.0,0.01,0.1,0.2
PS4,68.0,8.0,2018,Visual Novel,NIS America  ,Grasshopper Manufacture  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,7.0,2015,Simulation,Scott Cawthon  ,Scott Cawthon  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,68.0,4.4,2012,Sports,Take-Two Interactive  ,"Visual Concepts, Ltd.  ",,,0.18,0.0,0.0,0.02,0.2,0.4
PSP,68.0,7.1,2009,Action,Ubisoft  ,From Software  ,7.5,,0.03,0.03,0.05,0.01,0.12,0.24
PS2,68.0,7.5,2008,Action,LucasArts  ,Krome Studios  ,,,0.49,0.0,0.01,0.75,1.25,2.5
DS,68.0,7.0,2008,Misc,Ubisoft  ,Gameloft  ,,,0.41,0.01,0.0,0.03,0.45,0.8999999999999999
Wii,68.0,7.8,2007,Misc,Ubisoft  ,Ubisoft Montreal  ,,,0.46,0.01,0.0,0.04,0.51,1.02
DS,68.0,6.2,2006,Platform,Sierra Entertainment  ,Amaze Entertainment  ,7.1,,0.33,0.01,0.0,0.03,0.37,0.74
GBA,68.0,7.7,2004,Misc,Konami  ,KCEJ  ,,,0.4,0.15,0.0,0.01,0.56,1.12
PC,68.0,6.8,2003,Adventure,The Adventure Company  ,XXV Productions  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,68.0,8.5,2003,Sports,Tecmo  ,Tecmo  ,,,0.04,0.03,0.12,0.01,0.21,0.41000000000000003
PS2,68.0,7.7,2002,Strategy,3DO  ,Pandemic Studios  ,6.1,,0.05,0.04,0.0,0.01,0.11,0.21
PC,68.0,7.0,2001,Action,Disney Interactive Studios  ,Gigawatt Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS,68.0,5.3,2000,Action,Take-Two Interactive  ,Lost Toys  ,,,0.1,0.07,0.0,0.01,0.18,0.36
PC,68.0,7.0,2000,Simulation,Red Storm Entertainment  ,RayLand  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,68.0,8.8,2004,Role-Playing,Capcom  ,Capcom  ,,,0.11,0.08,0.28,0.03,0.5,1.0
PS2,68.0,3.6,2005,Adventure,Konami  ,Frontier Developments  ,,,0.06,0.05,0.0,0.02,0.12,0.25
PS2,68.0,8.1,2006,Platform,Vivendi Games  ,Eurocom Entertainment Software  ,7.4,,0.19,0.15,0.0,0.05,0.39,0.78
PC,68.0,5.3,2010,Strategy,Paradox Interactive   ,Nitro Games  ,,,0.0,0.02,0.0,0.0,0.03,0.05
PS4,68.0,6.1,2016,Adventure,Good Shepherd Entertainment  ,thechineseroom  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,68.0,7.0,2006,Sports,Sony Computer Entertainment  ,SCE San Diego Studio  ,6.9,,0.18,0.0,0.0,0.02,0.2,0.4
XB,68.0,8.0,2006,Role-Playing,Warner Bros. Interactive  ,Snowblind Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,68.0,6.3,2008,Strategy,Ubisoft  ,Funatics Software  ,6.7,,0.1,0.01,0.0,0.01,0.11,0.22999999999999998
PC,68.0,3.9,2017,Strategy,Nival Interactive  ,Nival Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,68.0,6.1,2005,Adventure,Electronic Arts  ,Electronic Arts  ,6.7,,0.54,0.02,0.0,0.09,0.65,1.3
PC,68.0,7.0,2015,Action-Adventure,Frozenbyte  ,Frozenbyte  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,68.0,6.9,2015,Sports,Triniti Interactive  ,VooFoo Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,68.0,7.9,2004,Action,Sega  ,Wow Entertainment  ,,,0.06,0.04,0.0,0.01,0.12,0.22999999999999998
PC,68.0,8.2,2001,Action,Activision  ,Gray Matter  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,3.3,2020,Action,Square Enix  ,Crystal Dynamics  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,7.5,2014,Misc,10tons Ltd  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
GBA,68.0,6.2,2005,Racing,THQ  ,Rare Ltd.  ,6.2,,0.07,0.03,0.0,0.0,0.1,0.2
Wii,68.0,7.0,2007,Misc,Nintendo  ,Nintendo EAD  ,7.1,,1.05,1.91,0.41,0.42,3.79,7.58
X360,68.0,6.3,2010,Sports,Electronic Arts  ,EA Vancouver  ,6.3,,0.18,0.16,0.0,0.04,0.39,0.77
PSP,68.0,7.5,2006,Sports,Activision  ,Page 44 Studios  ,6.3,,0.41,0.08,0.0,0.07,0.56,1.12
PC,68.0,6.0,2014,Adventure,Wadjet Eye Games  ,Wadjet Eye Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,7.2,2020,Action,Devolver Digital  ,Croteam  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,68.0,4.7,2020,Sports,Team 17  ,Blacklight Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,68.0,5.6,2007,Sports,Rockstar Games  ,Rockstar San Diego  ,6.8,,0.39,0.73,0.0,0.15,1.26,2.5300000000000002
PC,68.0,7.0,2007,Strategy,Tri Synergy  ,Chaos Concept  ,,,0.0,0.01,0.0,0.0,0.01,0.02
X360,68.0,7.0,2014,Role-Playing,Microsoft Studios  ,Lionhead Studios  ,,,0.26,0.15,0.01,0.04,0.45,0.91
PC,68.0,7.9,2001,Role-Playing,Sierra Entertainment  ,Click Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,7.5,2007,Strategy,Paradox Interactive   ,Wargaming.net  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,7.2,2007,Role-Playing,Lighthouse Interactive  ,ClockStoneSoftware  ,7.3,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,7.1,2006,Adventure,Her Interactive  ,Her Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,68.0,6.9,2009,Action,Microsoft  ,From Software  ,6.7,,0.14,0.14,0.02,0.03,0.33,0.6600000000000001
PS2,68.0,8.8,2004,Platform,Capcom  ,Capcom  ,,,0.14,0.11,0.0,0.04,0.29,0.58
Wii,68.0,7.6,2011,Misc,Nintendo  ,Square Enix  ,,,0.25,0.03,0.17,0.03,0.48,0.9600000000000001
Wii,68.0,5.7,2008,Sports,2K Sports  ,Pam Development  ,,,0.15,0.37,0.0,0.07,0.58,1.17
PC,68.0,6.6,2014,Misc,Bethesda Softworks  ,Tango Gameworks  ,5.5,,0.12,0.16,0.0,0.02,0.3,0.6000000000000001
DS,68.0,7.7,2008,Shooter,Destineer  ,EnjoyUp Games  ,,,0.03,0.0,0.0,0.0,0.04,0.07
PC,68.0,7.2,2017,Role-Playing,Daedalic Entertainment  ,Daedalic Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
DS,68.0,6.8,2006,Platform,Activision  ,Torus Games  ,,,0.12,0.0,0.0,0.01,0.13,0.26
XB,68.0,8.1,2003,Sports,Acclaim Entertainment  ,Acclaim Entertainment  ,,,0.1,0.03,0.0,0.0,0.14,0.27
PS2,68.0,7.0,2001,Adventure,Ubisoft  ,Ubisoft Montreal  ,7.1,,0.27,0.21,0.0,0.07,0.55,1.1
PC,68.0,7.7,2000,Strategy,Microprose  ,Blue Tongue Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,68.0,7.8,2007,Platform,Electronic Arts  ,EA Redwood Shores  ,,,0.35,0.03,0.0,1.13,1.51,3.0199999999999996
X360,68.0,6.1,2008,Racing,Capcom  ,MileStone Inc.  ,6.8,,0.11,0.2,0.0,0.04,0.35,0.7
PS2,68.0,8.4,2006,Role-Playing,Warner Bros. Interactive  ,Snowblind Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,68.0,7.2,2019,Role-Playing,THQ Nordic  ,Experiment 101  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,68.0,7.0,2016,Visual Novel,PQube  ,Kadokawa Games  ,,,0.0,0.0,0.03,0.0,0.03,0.06
3DS,68.0,7.4,2015,Role-Playing,Xseed Games  ,Marvelous  ,7.0,,0.0,0.0,0.06,0.0,0.06,0.12
PC,68.0,6.1,2013,Puzzle,Warner Bros. Interactive Entertainment  ,5TH Cell  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,8.0,2013,Simulation,Greenheart Games  ,Greenheart Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
DS,68.0,8.0,2006,Role-Playing,Ubisoft  ,Taito Corporation  ,,,0.09,0.0,0.02,0.01,0.12,0.24
PSP,68.0,6.4,2007,Sports,Namco Bandai  ,Namco Bandai Games America  ,,,0.01,0.01,0.01,0.01,0.05,0.09
PS4,68.0,5.3,2019,Adventure,Wired Productions  ,Storm in a Teacup  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,68.0,6.9,2016,Action,Rising Star Games  ,Unknown  ,,,0.02,0.0,0.0,0.0,0.02,0.04
PC,68.0,7.9,2013,Strategy,Microsoft Studios  ,Hidden Path Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
DS,68.0,8.1,2006,Puzzle,Nintendo  ,Mitchell  ,,,0.08,0.01,0.03,0.01,0.14,0.27
PS2,68.0,7.5,2005,Action,Activision  ,Krome Studios  ,6.3,,0.09,0.07,0.0,0.02,0.19,0.37
X360,68.0,7.7,2012,Action-Adventure,Microsoft Studios  ,Tequila Works  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,68.0,4.5,2020,Shooter,Electronic Arts  ,Final Strike Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,68.0,6.9,2013,Shooter,2K Games  ,2K Marin  ,,,0.1,0.1,0.0,0.02,0.22,0.44
PC,68.0,5.1,2020,Role-Playing,Wired Productions  ,Tomas Sala  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,68.0,8.0,2011,Shooter,D3 Publisher  ,Vicious Cycle  ,6.7,,0.1,0.04,0.03,0.01,0.19,0.37
PC,68.0,7.3,2015,Role-Playing,Atlus  ,Phantom Compass  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,68.0,6.3,2011,Racing,Electronic Arts  ,EA Black Box  ,5.5,,0.63,0.57,0.0,0.16,1.37,2.73
PS3,68.0,7.7,2009,Action,Disney Interactive Studios  ,Eurocom Entertainment Software  ,7.4,,0.13,0.06,0.0,0.03,0.22,0.44
3DS,68.0,7.3,2011,Action,Nintendo  ,Nintendo  ,6.0,,0.0,0.0,0.0,0.0,0.0,0.0
X360,68.0,7.1,2008,Role-Playing,Square Enix  ,tri-Ace  ,6.8,,0.34,0.18,0.12,0.06,0.7,1.4
PSP,68.0,7.5,2006,Platform,Konami  ,Backbone Entertainment  ,6.9,,0.05,0.0,0.0,0.0,0.05,0.1
X360,68.0,7.4,2009,Platform,Activision  ,Eurocom Entertainment Software  ,6.7,,0.09,0.03,0.0,0.01,0.12,0.25
PS2,68.0,6.7,2007,Sports,Electronic Arts  ,EA Canada  ,,,0.59,0.02,0.01,0.1,0.72,1.44
PS2,52.0,7.1,2007,Sports,Electronic Arts  ,EA Canada  ,,,0.59,0.02,0.01,0.1,0.72,1.44
PS2,68.0,6.5,2003,Action,Capcom  ,Capcom  ,6.5,,0.71,0.58,0.51,0.17,1.97,3.94
XB,68.0,7.3,2002,Shooter,Acclaim Entertainment  ,Acclaim Studios Austin  ,,,0.39,0.14,0.0,0.02,0.55,1.1
PSV,68.0,7.8,2020,Misc,Sony Computer Entertainment  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,68.0,7.6,2005,Racing,THQ  ,Juice Games  ,,,0.26,0.2,0.0,0.07,0.53,1.06
PS2,68.0,8.0,2006,Role-Playing,Sega  ,Sonic Team  ,6.4,,0.0,0.0,0.19,0.0,0.19,0.38
PC,68.0,5.3,2013,Misc,Infinite Game Publishing  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,6.7,2009,Adventure,Erik Svedäng  ,Erik Svedäng  ,5.3,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,6.4,2007,Sports,GamersGate  ,Beautiful Game Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,68.0,7.7,2005,Role-Playing,Sony Online Entertainment  ,Sony Online Entertainment  ,6.5,,0.54,0.33,0.01,0.22,1.09,2.1900000000000004
PS2,68.0,8.4,2003,Action,VU Games  ,High Voltage Software  ,,,0.21,0.16,0.0,0.06,0.43,0.86
PS2,68.0,8.3,2007,Fighting,SNK Playmore  ,SNK Playmore Corporation  ,,,0.02,0.01,0.0,0.0,0.04,0.07
PS2,68.0,7.5,2004,Shooter,Atari  ,Paradigm Entertainment  ,,,0.08,0.06,0.0,0.02,0.17,0.33
NS,68.0,7.1,2019,Action-Adventure,Square Enix  ,Tokyo RPG Factory  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,68.0,7.1,2017,Music,Harmonix Music Systems  ,Harmonix Music Systems  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,6.3,2009,Sports,Sega  ,Sumo Digital  ,,,0.0,0.0,0.0,0.0,0.0,0.0
3DS,68.0,7.0,2013,Action,Nintendo  ,Vanpool  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,5.4,2008,Adventure,The Adventure Company  ,Lexis Numerique  ,,,0.0,0.0,0.0,0.0,0.0,0.0
GBA,68.0,8.6,2005,Role-Playing,Namco  ,WayForward Technologies  ,,4.0,0.04,0.01,0.0,0.0,0.05,0.1
XOne,68.0,7.3,2019,Action-Adventure,Destructive Creations  ,Invader Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,7.2,2018,Shooter,Multiverse  ,Multiverse Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,68.0,7.5,2005,Action,Majesco  ,GlyphX Games  ,,,0.1,0.03,0.0,0.0,0.13,0.26
PC,68.0,6.9,2011,Role-Playing,Paradox Interactive   ,Snowberry Connection and Sich Studio  ,6.6,,0.0,0.0,0.0,0.0,0.0,0.0
X360,68.0,7.1,2012,Simulation,Namco Bandai  ,From Software  ,,,0.13,0.03,0.04,0.01,0.22,0.43000000000000005
PC,68.0,6.0,2014,Adventure,CD Projekt Red Studio  ,CD Projekt Red Studio  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,68.0,5.3,2016,Action-Adventure,2K Games  ,Hangar 13  ,6.9,,0.72,1.67,0.04,0.44,2.87,5.74
XB,68.0,7.4,2003,Fighting,THQ  ,"Anchor, Inc.  ",,,0.43,0.11,0.0,0.02,0.56,1.12
PS2,68.0,7.6,2002,Role-Playing,Enix  ,Game Arts  ,6.7,,0.07,0.05,0.25,0.02,0.38,0.77
PC,68.0,7.9,2002,Strategy,CDV Software Entertainment  ,Fireglow Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
DC,68.0,7.5,2000,Adventure,Eidos Interactive  ,Blitz Games  ,6.1,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,68.0,6.4,2018,Fighting,Bandai Namco Entertainment  ,Byking  ,,,0.16,0.05,0.04,0.05,0.3,0.6
PC,68.0,4.7,2018,Action-Adventure,Square Enix  ,Avalanche Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,5.3,2011,Strategy,1C Company  ,1C Company  ,7.2,,0.0,0.03,0.0,0.01,0.04,0.08
PS4,68.0,5.2,2018,Action-Adventure,Maximum Games  ,Funcom Oslo A/S  ,,,0.05,0.05,0.09,0.02,0.21,0.42
NS,68.0,6.2,2018,Role-Playing,Nippon Ichi Software  ,Nippon Ichi Software  ,,,0.0,0.0,0.01,0.0,0.01,0.02
DS,68.0,7.7,2006,Puzzle,Sega  ,Sonic Team  ,7.3,,0.03,0.0,0.04,0.0,0.07,0.14
PSP,68.0,8.1,2009,Strategy,Deep Silver  ,Stormregion  ,,,0.09,0.02,0.0,0.03,0.14,0.28
PC,68.0,8.1,2009,Shooter,Devolver Digital  ,Croteam  ,6.9,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,6.6,2014,Misc,Daedalic Entertainment  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,5.5,2015,Action,Unknown  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,68.0,6.6,2016,Adventure,Teotl Studios  ,Hourences  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,68.0,6.4,2014,Role-Playing,Namco Bandai Games  ,DECK13 Interactive  ,,,0.2,0.24,0.02,0.09,0.55,1.1
PS4,68.0,7.2,2018,Simulation,Frontier Developments  ,Frontier Developments  ,,,0.14,0.25,0.0,0.08,0.47,0.94
PS2,68.0,8.4,2004,Shooter,Mastiff  ,"Ikusabune Co., Ltd.  ",,,0.07,0.05,0.0,0.02,0.14,0.28
PS4,68.0,6.8,2017,Role-Playing,Namco Bandai Games  ,Bandai Namco Games  ,,,0.13,0.05,0.02,0.04,0.24,0.48
PC,68.0,7.5,2005,Adventure,The Adventure Company  ,AWE Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,68.0,5.6,2020,Role-Playing,THQ Nordic  ,Gunfire Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSV,68.0,5.5,2018,Visual Novel,Xseed Games  ,Karin Entertainment  ,,,0.0,0.0,0.01,0.0,0.01,0.02
PS4,68.0,6.3,2018,Simulation,Techland  ,Ice Flames  ,7.0,,0.02,0.01,0.0,0.01,0.04,0.08
3DS,68.0,4.4,2014,Puzzle,Ubisoft  ,Ubisoft Montreal  ,,,0.0,0.01,0.0,0.0,0.01,0.02
PC,68.0,7.5,2013,Misc,Slitherine Software  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,68.0,6.7,2012,Role-Playing,NIS America  ,System Prisma  ,,,0.0,0.0,0.04,0.0,0.04,0.08
PSP,68.0,8.0,2007,Role-Playing,Atlus  ,Sting  ,,,0.07,0.0,0.02,0.01,0.09,0.19
PSP,68.0,7.2,2005,Racing,VU Games  ,Radical Entertainment  ,6.3,,0.16,0.06,0.0,0.03,0.25,0.5
PC,68.0,6.4,2004,Action,Activision  ,Luxoflux  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,68.0,8.5,2003,Fighting,Microsoft Game Studios  ,Just Add Monsters  ,7.0,,0.21,0.06,0.0,0.01,0.28,0.56
PC,68.0,7.4,2002,Shooter,Majesco  ,Rage Software  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,68.0,8.0,2002,Adventure,Acclaim Entertainment  ,Acclaim Studios Teesside  ,,,0.08,0.06,0.0,0.02,0.16,0.32
PS,68.0,7.6,2001,Racing,Acclaim Entertainment  ,Clockwork Games  ,,,0.06,0.04,0.0,0.01,0.1,0.21000000000000002
PS4,67.0,7.8,2016,Action,Xseed Games  ,Marvelous Entertainment  ,,,0.08,0.0,0.09,0.02,0.18,0.37
Wii,67.0,7.7,2008,Shooter,Aksys Games  ,Alfa System  ,7.2,,0.04,0.0,0.0,0.0,0.04,0.08
PS2,67.0,6.5,2005,Action,Activision  ,Shaba Games  ,,,0.24,0.19,0.0,0.06,0.5,0.99
PS3,67.0,6.2,2009,Role-Playing,Ghostlight  ,Compile Heart  ,,,0.0,0.03,0.03,0.01,0.07,0.14
Wii,67.0,8.5,2008,Sports,Namco Bandai  ,Bandai Namco Games  ,7.1,,0.97,0.41,0.14,0.15,1.68,3.3499999999999996
PSV,67.0,7.6,2014,Role-Playing,Namco Bandai Games  ,Bandai Namco Games  ,,,0.0,0.0,0.3,0.0,0.3,0.6
PS3,67.0,6.9,2008,Shooter,Capcom  ,Capcom  ,6.3,,0.31,0.17,0.07,0.08,0.64,1.27
NS,67.0,6.9,2017,Action,10tons  ,10tons Ltd  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.7,2004,Adventure,Konami  ,Team Silent  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,6.1,2003,Strategy,Unknown  ,Altar Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,67.0,7.9,2003,Sports,Konami  ,Konami  ,,,0.04,0.03,0.1,0.01,0.18,0.36
PC,67.0,5.1,2002,Shooter,Hip Interactive  ,Rage Software  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.8,2002,Strategy,3DO  ,Pandemic Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,67.0,8.2,2002,Action,Eidos Interactive  ,Crystal Dynamics  ,,,0.19,0.15,0.0,0.05,0.39,0.78
DC,67.0,7.7,2001,Action,Xicat Interactive  ,Unknown  ,6.2,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,6.3,2005,Strategy,2K Games  ,PopTop Software  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,67.0,8.2,2008,Adventure,Sega  ,Her Interactive  ,,,0.14,0.0,0.0,0.01,0.15,0.30000000000000004
DS,67.0,6.6,2007,Simulation,Eidos Interactive  ,Tantalus Interactive  ,,,0.0,0.04,0.0,0.01,0.05,0.1
PS3,67.0,4.6,2007,Sports,EA Sports  ,EA Canada  ,,,0.08,0.0,0.0,0.01,0.09,0.18
WiiU,67.0,7.8,2015,Misc,Nintendo  ,Koei Tecmo Games  ,,5.8,0.0,0.03,0.09,0.0,0.12,0.24
3DS,67.0,7.1,2015,Role-Playing,Atlus  ,Cattle Call  ,6.0,,0.14,0.02,0.11,0.02,0.29,0.5800000000000001
PS4,67.0,5.9,2018,Puzzle,Konami Digital Entertainment  ,HexaDrive  ,,,0.03,0.0,0.03,0.01,0.06,0.13
WiiU,67.0,7.8,2015,Misc,Atlus  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,67.0,6.0,2010,Shooter,Atlus  ,SNK Playmore Corporation  ,6.9,,0.03,0.0,0.0,0.01,0.04,0.08
PC,67.0,6.5,2012,Strategy,Unknown  ,Unigine Corp  ,,,0.0,0.02,0.0,0.0,0.02,0.04
XOne,67.0,7.0,2018,Racing,Milestone S.r.l.  ,Milestone S.r.l  ,,,0.04,0.0,0.0,0.0,0.05,0.09
PS4,67.0,7.4,2017,Shooter,NIS America  ,Spike Chunsoft  ,,,0.03,0.0,0.01,0.01,0.04,0.09
PS4,67.0,6.9,2017,Action,Kalypso Media  ,Games Farm  ,,,0.03,0.01,0.0,0.01,0.04,0.09
PSV,67.0,7.9,2014,Action,Xseed Games  ,Tamsoft  ,,,0.08,0.03,0.16,0.04,0.31,0.62
Wii,67.0,8.1,2007,Misc,Ubisoft  ,Ubisoft Paris  ,6.6,,0.82,0.82,0.0,0.2,1.84,3.6799999999999997
PS2,67.0,7.2,2005,Role-Playing,Square Enix  ,Racjin  ,,,0.13,0.1,0.0,0.03,0.27,0.53
PSP,67.0,7.9,2006,Action,Eidos Interactive  ,Buzz Monkey  ,7.2,,0.09,0.25,0.0,0.12,0.46,0.9199999999999999
